occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
retired_worker,66,college,married,mobile,October,29,106,2,unsuccessful,1
independent_worker,41,high_school,married,unidentified,May,19,78,1,unidentified,0
executive,36,college,married,mobile,July,16,689,1,unidentified,1
administrative_staff,33,high_school,married,mobile,May,18,432,3,other_outcome,0
technical_specialist,28,high_school,single,mobile,February,4,16,6,unsuccessful,0
business_owner,42,high_school,married,mobile,May,14,201,2,unsuccessful,0
manual_worker,37,high_school,married,unidentified,May,26,679,2,unidentified,1
retired_worker,76,college,married,mobile,October,22,344,1,successful,1
technical_specialist,41,college,married,unidentified,June,20,95,1,unidentified,0
business_owner,38,college,married,mobile,July,23,532,2,unidentified,1
student,27,college,single,mobile,August,21,72,1,unsuccessful,0
executive,33,college,single,mobile,August,12,978,1,unidentified,1
executive,53,college,married,mobile,August,20,921,2,unidentified,1
manual_worker,51,high_school,married,mobile,April,7,895,1,unidentified,1
service_worker,27,high_school,single,unidentified,May,28,543,2,unidentified,1
executive,56,elementary_school,married,mobile,November,16,257,1,unidentified,1
executive,28,college,married,mobile,September,9,202,1,unidentified,1
service_worker,36,high_school,divorced,unidentified,May,8,133,1,unidentified,0
retired_worker,72,unidentified,married,landline,December,4,705,2,unidentified,1
retired_worker,53,elementary_school,married,unidentified,June,6,182,1,unidentified,0
executive,24,college,single,mobile,April,30,779,2,unidentified,1
administrative_staff,44,high_school,divorced,mobile,February,16,127,1,other_outcome,1
manual_worker,44,elementary_school,married,mobile,May,15,679,1,unsuccessful,1
manual_worker,29,high_school,single,mobile,July,10,1097,3,unidentified,1
executive,30,college,single,mobile,May,27,119,1,successful,1
executive,30,college,single,mobile,May,12,451,2,unsuccessful,0
manual_worker,33,high_school,single,mobile,May,18,268,2,unidentified,0
administrative_staff,35,high_school,married,mobile,November,18,350,1,unidentified,0
manual_worker,39,high_school,married,mobile,May,7,101,1,unidentified,0
manual_worker,46,high_school,married,mobile,May,11,254,1,unidentified,0
retired_worker,59,college,married,mobile,July,17,796,2,unidentified,0
business_owner,59,elementary_school,married,mobile,November,18,97,1,unidentified,0
executive,33,college,married,mobile,June,1,327,1,unidentified,1
executive,33,college,single,mobile,April,6,122,1,successful,1
administrative_staff,49,high_school,divorced,mobile,July,27,139,2,successful,0
administrative_staff,32,high_school,married,mobile,July,31,155,13,unidentified,0
executive,23,college,single,mobile,March,30,180,2,unidentified,1
manual_worker,38,high_school,single,unidentified,June,2,50,2,unidentified,0
jobless,29,college,single,mobile,August,28,622,1,unidentified,1
manual_worker,37,elementary_school,married,mobile,May,14,386,4,unidentified,0
retired_worker,64,college,divorced,mobile,July,3,531,3,unidentified,0
executive,30,college,single,mobile,August,11,229,2,successful,1
executive,36,college,married,mobile,July,12,262,2,unsuccessful,1
retired_worker,66,unidentified,divorced,mobile,July,12,562,4,unidentified,1
technical_specialist,32,college,single,mobile,August,21,660,2,unidentified,0
manual_worker,56,elementary_school,divorced,mobile,May,8,728,1,unidentified,1
student,20,high_school,single,mobile,November,24,325,1,successful,1
executive,32,college,married,mobile,August,22,222,6,unidentified,0
administrative_staff,48,high_school,divorced,mobile,May,13,1101,1,unidentified,1
jobless,24,high_school,single,mobile,May,24,375,2,unidentified,1
technical_specialist,29,high_school,single,mobile,May,25,315,1,unidentified,1
manual_worker,31,elementary_school,married,mobile,July,21,1039,7,unidentified,1
executive,40,college,divorced,mobile,July,25,357,1,unidentified,0
executive,36,college,married,mobile,July,15,119,5,unidentified,0
technical_specialist,33,high_school,single,mobile,August,31,268,8,unidentified,1
service_worker,56,high_school,married,mobile,August,3,279,4,successful,1
independent_worker,34,college,married,mobile,April,30,69,1,other_outcome,0
executive,47,elementary_school,married,mobile,February,9,38,3,unidentified,0
technical_specialist,39,high_school,married,mobile,December,3,472,1,unidentified,1
technical_specialist,43,high_school,married,unidentified,June,17,169,4,unidentified,0
technical_specialist,57,college,married,mobile,July,29,169,2,successful,1
manual_worker,50,elementary_school,married,unidentified,May,20,181,6,unidentified,0
retired_worker,63,high_school,married,mobile,January,25,423,1,unidentified,1
technical_specialist,31,high_school,single,mobile,August,4,139,1,unidentified,0
manual_worker,54,unidentified,divorced,unidentified,June,3,148,2,unidentified,0
executive,45,college,married,mobile,September,10,84,3,unidentified,1
manual_worker,57,high_school,married,unidentified,June,9,589,1,unidentified,0
administrative_staff,56,high_school,married,mobile,August,21,793,10,unidentified,1
technical_specialist,44,high_school,single,landline,March,2,382,2,unidentified,1
manual_worker,34,high_school,single,mobile,April,14,232,1,unsuccessful,0
technical_specialist,46,high_school,married,mobile,February,27,115,1,unidentified,1
retired_worker,58,college,married,mobile,April,30,224,1,unidentified,1
manual_worker,53,high_school,married,mobile,November,21,796,5,unsuccessful,1
domestic_worker,51,college,married,mobile,April,20,64,4,unidentified,0
service_worker,32,high_school,married,mobile,May,15,744,1,unidentified,1
executive,53,college,married,mobile,February,5,158,3,unidentified,1
service_worker,31,high_school,single,unidentified,May,13,271,2,unidentified,0
technical_specialist,46,high_school,married,unidentified,May,9,772,1,unidentified,1
manual_worker,46,high_school,married,mobile,August,18,618,6,unidentified,1
administrative_staff,28,high_school,single,unidentified,May,12,252,4,unidentified,0
service_worker,51,high_school,divorced,mobile,July,15,881,1,unidentified,1
retired_worker,60,high_school,married,mobile,January,29,177,2,unidentified,1
executive,37,unidentified,single,unidentified,June,20,16,8,unidentified,0
manual_worker,43,high_school,single,unidentified,June,20,585,2,unidentified,1
retired_worker,52,college,divorced,unidentified,June,16,741,4,unidentified,1
executive,49,college,married,mobile,June,15,173,1,unidentified,1
student,27,college,single,mobile,October,21,825,1,successful,1
service_worker,39,high_school,married,unidentified,May,6,276,1,unidentified,0
independent_worker,30,college,married,unidentified,June,4,1449,6,unidentified,1
service_worker,49,elementary_school,married,mobile,May,6,445,2,unsuccessful,1
executive,37,college,single,mobile,May,6,445,1,unsuccessful,1
jobless,54,high_school,single,mobile,November,17,696,2,unidentified,1
service_worker,41,high_school,married,unidentified,June,3,199,1,unidentified,0
retired_worker,62,high_school,married,mobile,August,17,606,1,successful,1
domestic_worker,35,college,single,unidentified,June,2,227,1,unidentified,0
service_worker,55,high_school,divorced,mobile,September,27,262,6,successful,1
manual_worker,49,high_school,married,mobile,July,9,625,1,unidentified,1
manual_worker,42,high_school,married,unidentified,May,15,197,1,unidentified,0
manual_worker,57,elementary_school,married,unidentified,June,18,152,9,unidentified,0
technical_specialist,48,high_school,married,mobile,June,16,404,3,unsuccessful,0
technical_specialist,26,high_school,single,unidentified,May,9,404,2,unidentified,0
retired_worker,74,high_school,married,mobile,October,25,400,1,successful,1
technical_specialist,25,college,single,landline,June,9,221,7,unidentified,1
service_worker,43,high_school,single,mobile,November,12,707,2,successful,1
executive,41,college,divorced,mobile,February,3,475,3,unidentified,0
service_worker,32,high_school,married,mobile,June,15,372,1,unidentified,1
executive,57,college,married,mobile,June,22,295,3,unidentified,1
executive,31,college,married,mobile,August,11,84,2,unidentified,0
manual_worker,46,unidentified,married,mobile,August,14,260,3,other_outcome,1
service_worker,36,college,divorced,mobile,July,28,29,13,unidentified,0
administrative_staff,32,unidentified,married,mobile,May,7,20,8,unidentified,0
technical_specialist,34,college,married,mobile,May,18,722,4,unidentified,1
executive,35,college,single,mobile,April,16,185,1,unsuccessful,0
technical_specialist,33,high_school,single,mobile,August,6,482,2,unidentified,1
service_worker,27,high_school,married,mobile,July,17,991,5,unidentified,1
retired_worker,53,college,married,mobile,November,17,1091,2,successful,1
jobless,33,high_school,divorced,landline,November,10,175,1,unsuccessful,0
executive,33,high_school,married,mobile,February,11,446,1,unidentified,1
manual_worker,32,high_school,single,mobile,July,17,1275,1,unidentified,1
unidentified,55,high_school,married,mobile,August,12,265,1,successful,1
manual_worker,37,elementary_school,married,landline,May,14,13,5,unidentified,0
manual_worker,45,elementary_school,married,unidentified,June,9,253,2,unidentified,0
executive,41,college,married,mobile,November,18,897,3,unidentified,1
retired_worker,79,high_school,married,mobile,December,9,456,2,successful,1
executive,36,college,divorced,mobile,July,22,560,1,unidentified,1
manual_worker,41,high_school,married,mobile,April,15,135,1,unidentified,1
technical_specialist,59,high_school,married,mobile,July,23,416,4,unidentified,1
executive,34,college,married,mobile,September,17,164,5,successful,1
business_owner,39,high_school,married,mobile,November,18,1181,2,unidentified,1
service_worker,28,high_school,single,mobile,January,12,387,1,other_outcome,1
business_owner,41,college,married,mobile,July,16,206,2,unidentified,0
executive,44,high_school,married,mobile,August,7,137,2,unidentified,0
administrative_staff,40,college,single,mobile,August,20,467,2,unidentified,1
technical_specialist,32,high_school,married,mobile,July,22,314,2,unidentified,0
executive,61,unidentified,married,landline,July,29,270,1,successful,1
service_worker,32,high_school,divorced,mobile,July,18,978,1,unidentified,1
jobless,40,college,single,mobile,September,3,733,1,successful,1
manual_worker,38,high_school,married,mobile,November,20,150,2,unidentified,0
retired_worker,60,elementary_school,married,unidentified,May,14,930,1,unidentified,1
administrative_staff,33,high_school,married,mobile,May,13,84,1,unidentified,0
executive,24,unidentified,married,mobile,April,14,324,1,unidentified,1
retired_worker,61,high_school,married,mobile,November,13,381,1,unidentified,1
retired_worker,63,high_school,married,landline,February,17,233,2,unidentified,1
manual_worker,44,unidentified,married,unidentified,May,15,483,1,unidentified,1
technical_specialist,38,college,single,mobile,August,6,89,2,unidentified,0
service_worker,45,high_school,married,mobile,August,7,141,3,unidentified,0
administrative_staff,38,high_school,married,unidentified,May,27,265,4,unidentified,0
service_worker,25,high_school,single,mobile,July,14,114,2,unidentified,0
executive,36,college,married,mobile,April,20,79,1,unidentified,0
retired_worker,35,elementary_school,married,mobile,July,8,520,3,unidentified,0
domestic_worker,61,elementary_school,married,mobile,August,31,443,2,unsuccessful,1
technical_specialist,55,high_school,married,mobile,June,1,106,1,successful,0
service_worker,40,elementary_school,married,unidentified,May,30,854,2,unidentified,1
retired_worker,85,elementary_school,married,landline,February,12,165,2,unidentified,1
technical_specialist,34,college,single,mobile,August,13,73,2,unidentified,0
administrative_staff,27,college,married,mobile,February,10,159,1,unidentified,1
executive,29,college,single,mobile,April,24,65,2,unsuccessful,1
manual_worker,33,elementary_school,single,mobile,April,17,91,2,unsuccessful,0
retired_worker,75,elementary_school,divorced,mobile,September,16,228,1,unsuccessful,0
service_worker,36,high_school,married,unidentified,May,5,350,1,unidentified,0
executive,54,college,divorced,mobile,May,7,199,1,unsuccessful,0
manual_worker,34,high_school,married,mobile,April,17,86,1,unidentified,0
technical_specialist,59,high_school,married,mobile,August,12,398,4,unsuccessful,1
manual_worker,38,high_school,married,unidentified,May,5,287,1,unidentified,0
manual_worker,28,high_school,married,unidentified,May,7,866,2,unidentified,0
executive,51,college,married,mobile,August,14,248,2,unidentified,0
executive,26,college,single,mobile,July,8,160,1,unidentified,0
administrative_staff,31,high_school,married,mobile,May,15,552,1,unsuccessful,1
retired_worker,71,high_school,divorced,mobile,September,22,369,1,unidentified,1
